"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L731","BerkeleyJETx$TransactionClose","com.thinkaurelius.titan.diskstorage.berkeleyje.BerkeleyJETx$TransactionClose","L286","L103","titan-berkeleyje\src\main\java\com\thinkaurelius\titan\diskstorage\berkeleyje\BerkeleyJETx.java","93","5","99","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","6","7","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L906","AstyanaxKeyColumnValueStore","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxKeyColumnValueStore","L895","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxKeyColumnValueStore.java","28","1","358","2","0.0632411","4","4","4","0.0785498","0.0897959","26","22","4","1","1","21","13","1","0","0","13","0","0.174194","27","0","0","12","0.102564","28","1","1","0","0","1","128","189","8","8","6","8","13","0","11","0","13","51","2","11","0","245","331","16","13","14","13","33","0","29","0","33","86","2","29","0","0","0","134","33","15","0","0","8","0","39","0","3","0","0","2","1","0","7","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","8","0","0","0","29","0","0"
"L918","AstyanaxStoreManager","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxStoreManager","L895","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxStoreManager.java","58","1","661","2","0.0851735","1","6","2","0.0513245","0.0736842","31","28","10","5","5","66","13","1","0","0","18","0","0.244533","123","107","0","11","0.244533","123","4","5","0","0","1","380","604","66","15","26","7","18","15","10","0","34","183","33","24","0","380","604","66","15","26","7","18","15","10","0","34","183","33","24","0","0","0","67","82","16","0","1","12","0","15","0","1","0","2","0","1","0","11","39","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","9","3","0","1","68","0","0"
"L1161","AstyanaxIDAuthorityTest","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxIDAuthorityTest","L895","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxIDAuthorityTest.java","10","1","25","2","0","0","0","0","0","0","0","0","2","0","0","3","4","0","0","0","3","0","0","0","0","0","4","0","0","1","1","0","0","1","13","16","14","1","0","0","3","0","3","0","18","3","13","16","1","13","16","14","1","0","0","3","0","3","0","18","3","13","16","1","0","0","12","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1172","AstyanaxLockStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxLockStoreTest","L895","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxLockStoreTest.java","10","1","21","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","10","12","15","2","0","0","2","0","2","0","25","2","6","21","1","10","12","15","2","0","0","2","0","2","0","25","2","6","21","1","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1180","AstyanaxLogTest","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxLogTest","L895","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxLogTest.java","12","1","25","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","11","14","7","0","0","0","2","0","2","0","20","2","3","19","0","11","14","7","0","0","0","2","0","2","0","20","2","3","19","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1184","AstyanaxMultiWriteStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxMultiWriteStoreTest","L895","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxMultiWriteStoreTest.java","10","1","21","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","10","12","12","2","0","0","2","0","2","0","18","2","2","16","1","10","12","12","2","0","0","2","0","2","0","18","2","2","16","1","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1191","AstyanaxSSLStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxSSLStoreTest","L895","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxSSLStoreTest.java","9","1","21","2","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","2","0","0","0","0","0","3","0","0","4","4","0","0","1","11","13","12","7","0","1","2","0","2","0","70","2","4","63","1","11","13","12","7","0","1","2","0","2","0","70","2","4","63","1","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L1192","AstyanaxStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.astyanax.AstyanaxStoreTest","L895","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\astyanax\AstyanaxStoreTest.java","12","1","28","2","0","0","0","0","0","0","0","0","2","0","0","3","5","1","0","0","3","0","0","0","0","0","4","0","0","3","3","1","1","1","14","17","12","6","0","1","3","0","3","0","68","3","4","61","1","14","17","12","6","0","1","3","0","3","0","68","3","4","61","1","0","0","14","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L1263","CassandraEmbeddedKeyColumnValueStore","com.thinkaurelius.titan.diskstorage.cassandra.embedded.CassandraEmbeddedKeyColumnValueStore","L1253","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\CassandraEmbeddedKeyColumnValueStore.java","43","1","511","2","0.0306268","3","3","3","0.0447761","0.0550459","21","18","6","3","1","37","15","1","0","0","15","0","0.127778","23","11","0","11","0.141732","54","1","1","0","0","1","157","224","8","8","6","8","15","0","10","0","15","77","2","10","0","327","469","21","15","19","15","39","0","28","0","39","141","2","28","0","0","0","147","62","33","0","0","20","0","36","0","3","0","0","0","1","0","16","97","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","10","1","0","0","53","0","0"
"L1268","CassandraEmbeddedStoreManager","com.thinkaurelius.titan.diskstorage.cassandra.embedded.CassandraEmbeddedStoreManager","L1253","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\CassandraEmbeddedStoreManager.java","49","1","384","2","0","0","0","0","0","0","0","0","12","5","5","54","11","1","0","0","17","0.181818","0.165468","46","18","2","9","0.165468","46","4","5","0","0","1","232","336","44","12","4","4","17","1","10","0","33","133","19","24","0","232","336","44","12","4","4","17","1","10","0","33","133","19","24","0","0","0","42","45","16","0","0","12","0","0","0","1","0","3","0","1","0","12","31","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","2","0","0","33","0","0"
"L1444","EmbeddedIDAuthorityTest","com.thinkaurelius.titan.diskstorage.cassandra.embedded.EmbeddedIDAuthorityTest","L1253","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\EmbeddedIDAuthorityTest.java","9","1","19","2","0","0","0","0","0","0","0","0","1","0","0","2","4","0","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","9","11","14","1","0","0","2","0","2","0","17","2","13","15","1","9","11","14","1","0","0","2","0","2","0","17","2","13","15","1","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1448","EmbeddedLockStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.embedded.EmbeddedLockStoreTest","L1253","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\EmbeddedLockStoreTest.java","8","1","14","2","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","2","2","0","0","1","6","7","15","2","0","0","1","0","1","0","24","1","6","20","1","6","7","15","2","0","0","1","0","1","0","24","1","6","20","1","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1452","EmbeddedLogTest","com.thinkaurelius.titan.diskstorage.cassandra.embedded.EmbeddedLogTest","L1253","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\EmbeddedLogTest.java","12","1","24","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","11","13","7","0","0","0","2","0","2","0","20","2","3","19","0","11","13","7","0","0","0","2","0","2","0","20","2","3","19","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1456","EmbeddedMultiWriteStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.embedded.EmbeddedMultiWriteStoreTest","L1253","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\EmbeddedMultiWriteStoreTest.java","9","1","15","2","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","2","2","0","0","1","6","7","12","2","0","0","1","0","1","0","17","1","2","15","1","6","7","12","2","0","0","1","0","1","0","17","1","2","15","1","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1459","EmbeddedStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.embedded.EmbeddedStoreTest","L1253","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\embedded\EmbeddedStoreTest.java","18","1","42","2","0","0","0","0","0","0","0","0","3","0","0","4","5","0","0","0","4","0","0","0","0","0","5","0","0","3","3","0","0","1","21","25","12","6","0","1","4","0","4","0","69","6","4","62","1","21","25","12","6","0","1","4","0","4","0","69","6","4","62","1","0","0","16","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0"
"L1478","CassandraThriftKeyColumnValueStore","com.thinkaurelius.titan.diskstorage.cassandra.thrift.CassandraThriftKeyColumnValueStore","L1466","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\CassandraThriftKeyColumnValueStore.java","38","1","536","2","0.0297468","2","2","2","0.0320641","0.0385675","16","14","7","4","3","44","14","1","0","0","18","0.142857","0.189516","47","25","2","12","0.133652","56","1","1","0","0","1","201","291","9","10","7","10","18","0","13","0","18","97","2","13","0","363","499","22","20","20","16","41","0","30","0","63","160","2","42","0","0","0","134","59","31","0","0","17","0","26","0","3","0","0","1","1","0","14","93","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","11","4","0","0","48","0","0"
"L1487","CassandraThriftStoreManager","com.thinkaurelius.titan.diskstorage.cassandra.thrift.CassandraThriftStoreManager","L1466","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\CassandraThriftStoreManager.java","53","1","627","2","0","0","0","0","0","0","0","0","11","5","5","70","14","2","0","0","16","0.181818","0.152083","73","33","2","9","0.148374","73","4","5","0","0","1","407","560","58","12","18","4","16","13","10","0","32","224","31","24","0","419","575","62","13","22","5","18","16","11","0","34","226","34","25","0","0","1","50","87","31","0","0","9","0","0","0","1","0","4","0","1","0","17","35","0","0","10","0","0","0","11","1","0","0","0","0","0","0","1","0","0","9","10","0","0","60","0","0"
"L1830","ThriftDistributedStoreManagerTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftDistributedStoreManagerTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftDistributedStoreManagerTest.java","11","1","30","2","0","0","0","0","0","0","0","0","2","1","1","4","4","0","0","0","3","0","0","0","0","0","4","0","0","1","1","0","0","1","17","20","2","0","0","0","3","0","3","1","5","5","0","5","1","17","20","2","0","0","0","3","0","3","1","5","5","0","5","1","0","0","10","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1841","ThriftIDAuthorityTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftIDAuthorityTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftIDAuthorityTest.java","10","1","25","2","0","0","0","0","0","0","0","0","2","0","0","3","4","0","0","0","3","0","0","0","0","0","4","0","0","1","1","0","0","1","13","16","14","1","0","0","3","0","3","0","18","3","13","16","1","13","16","14","1","0","0","3","0","3","0","18","3","13","16","1","0","0","12","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1846","ThriftLockStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftLockStoreTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftLockStoreTest.java","10","1","21","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","10","12","15","2","0","0","2","0","2","0","25","2","6","21","1","10","12","15","2","0","0","2","0","2","0","25","2","6","21","1","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1851","ThriftLogTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftLogTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftLogTest.java","12","1","25","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","11","14","7","0","0","0","2","0","2","0","20","2","3","19","0","11","14","7","0","0","0","2","0","2","0","20","2","3","19","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1855","ThriftMultiWriteStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftMultiWriteStoreTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftMultiWriteStoreTest.java","10","1","21","2","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","10","12","12","2","0","0","2","0","2","0","18","2","2","16","1","10","12","12","2","0","0","2","0","2","0","18","2","2","16","1","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L1859","ThriftSSLStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftSSLStoreTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftSSLStoreTest.java","10","1","22","2","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","2","0","0","0","0","0","3","0","0","4","4","0","0","1","11","13","12","7","0","1","2","0","2","0","70","2","4","63","1","11","13","12","7","0","1","2","0","2","0","70","2","4","63","1","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L1860","ThriftStoreTest","com.thinkaurelius.titan.diskstorage.cassandra.thrift.ThriftStoreTest","L1466","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\diskstorage\cassandra\thrift\ThriftStoreTest.java","12","1","28","2","0","0","0","0","0","0","0","0","2","0","0","3","5","1","0","0","3","0","0","0","0","0","4","0","0","3","3","1","1","1","14","17","12","6","0","1","3","0","3","0","68","3","4","61","1","14","17","12","6","0","1","3","0","3","0","68","3","4","61","1","0","0","14","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L1875","CassandraDaemonWrapper","com.thinkaurelius.titan.diskstorage.cassandra.utils.CassandraDaemonWrapper","L1871","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\utils\CassandraDaemonWrapper.java","37","1","87","2","0","0","0","0","0","0","0","0","3","2","2","6","0","0","0","0","3","0.25","0.516129","32","25","1","3","0.516129","32","0","0","0","0","0","30","51","3","0","3","0","3","0","3","0","3","13","0","3","0","30","51","3","0","3","0","3","0","3","0","3","13","0","3","0","0","0","6","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0"
"L1885","CassandraHelper","com.thinkaurelius.titan.diskstorage.cassandra.utils.CassandraHelper","L1871","L103","titan-cassandra\src\main\java\com\thinkaurelius\titan\diskstorage\cassandra\utils\CassandraHelper.java","24","1","136","2","0","0","0","0","0","0","0","0","5","3","3","11","6","0","0","0","5","0.166667","0.208955","14","12","1","5","0.148936","14","0","0","0","0","0","53","81","0","0","0","0","5","0","5","0","5","37","0","5","0","80","113","4","0","4","0","9","0","8","0","9","47","0","8","0","0","0","29","17","8","0","0","6","0","0","0","1","0","0","0","0","0","1","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","17","0","0"
"L2224","Backend$2","com.thinkaurelius.titan.diskstorage.Backend$2","L2160","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\Backend.java","267","96","279","14","0","0","0","0","0","0","0","0","2","0","0","2","10","0","0","4","6","0","0.0833333","1","0","0","3","0.0833333","1","1","1","0","0","1","11","13","0","0","0","0","2","0","2","0","2","1","0","2","0","11","13","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2321","Backend$3","com.thinkaurelius.titan.diskstorage.Backend$3","L2316","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\Backend.java","387","88","397","14","0","0","0","0","0","0","0","0","2","0","0","2","9","0","0","5","7","0","0","0","0","0","3","0","0","1","1","0","0","1","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2360","Backend$4","com.thinkaurelius.titan.diskstorage.Backend$4","L2352","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\Backend.java","448","90","454","10","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2757","BackendTransaction$1","com.thinkaurelius.titan.diskstorage.BackendTransaction$1","L2744","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","253","54","264","10","1","1","2","1","1","1","12","11","2","0","0","3","4","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","11","12","0","0","0","0","2","0","2","0","2","2","0","2","0","11","12","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","23","1","0","0","0","0","0","15","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L2774","BackendTransaction$2","com.thinkaurelius.titan.diskstorage.BackendTransaction$2","L2764","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","269","76","280","14","0","0","0","0","0","0","0","0","2","0","0","3","5","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","11","12","0","0","0","0","2","0","2","0","2","2","0","2","0","11","12","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L2850","BackendTransaction$3","com.thinkaurelius.titan.diskstorage.BackendTransaction$3","L2839","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","348","56","360","10","0","0","0","0","0","0","0","0","2","0","0","3","5","0","0","4","6","0","0","0","0","0","3","0","0","0","0","0","0","0","12","13","0","0","0","0","2","0","2","0","2","2","0","2","0","12","13","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L2869","BackendTransaction$4","com.thinkaurelius.titan.diskstorage.BackendTransaction$4","L2863","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","366","56","376","10","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L2876","BackendTransaction$5","com.thinkaurelius.titan.diskstorage.BackendTransaction$5","L2872","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","380","54","391","10","1","1","2","1","1","1","12","11","2","0","0","3","4","0","0","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","11","12","0","0","0","0","2","0","2","0","2","2","0","2","0","11","12","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","23","1","0","0","0","0","0","15","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L2894","BackendTransaction$6","com.thinkaurelius.titan.diskstorage.BackendTransaction$6","L2879","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","398","57","408","10","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L2919","BackendTransaction$7","com.thinkaurelius.titan.diskstorage.BackendTransaction$7","L2899","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\BackendTransaction.java","413","78","423","10","0","0","0","0","0","0","0","0","2","0","0","2","3","0","0","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","10","11","0","0","0","0","2","0","2","0","2","2","0","2","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L3103","DistributedStoreManager$MaskedTimestamp","com.thinkaurelius.titan.diskstorage.common.DistributedStoreManager$MaskedTimestamp","L814","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\common\DistributedStoreManager.java","228","5","266","6","0","0","0","0","0","0","0","0","0","0","0","8","2","1","0","0","8","0.111111","0.230769","9","5","1","8","0.230769","9","0","0","0","0","0","30","39","1","6","1","6","8","0","8","0","8","11","0","8","0","30","39","1","6","1","6","8","0","8","0","8","11","0","8","0","0","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"L3260","CommonsConfiguration","com.thinkaurelius.titan.diskstorage.configuration.backend.CommonsConfiguration","L3256","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\configuration\backend\CommonsConfiguration.java","27","1","159","2","0.0764588","1","2","1","0.0827068","0.09375","11","9","6","10","3","29","1","2","2","0","10","0.1","0.219512","27","5","1","9","0.219512","27","2","2","0","0","1","96","133","3","2","2","2","10","0","9","0","10","61","1","9","0","96","133","3","2","2","2","10","0","9","0","10","61","1","9","0","0","0","32","14","10","0","0","9","0","7","0","1","0","3","0","0","0","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","12","0","0"
