"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L6393","AbstractLocker.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/AbstractLocker.java","L6392","26","0","212","0","4","43","1615","0"
"L6394","LocalLockMediator.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/LocalLockMediator.java","L6392","20","0","131","0","4","25","1077","0"
"L6395","LocalLockMediatorProvider.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/LocalLockMediatorProvider.java","L6392","1","0","5","0","4","17","1077","0"
"L6396","LocalLockMediators.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/LocalLockMediators.java","L6392","5","0","43","0","4","20","1077","0"
"L6397","Locker.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/Locker.java","L6392","1","0","11","0","3","7","1077","0"
"L6398","LockerProvider.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/LockerProvider.java","L6392","1","0","4","0","2","3","53","0"
"L6399","LockerState.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/LockerState.java","L6392","3","0","37","0","2","7","1077","0"
"L6400","LockStatus.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/LockStatus.java","L6392","1","0","5","0","4","20","1077","0"
"L6401","PermanentLockingException.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/PermanentLockingException.java","L6392","1","0","14","0","3","13","53","0"
"L6402","TemporaryLockingException.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/locking/TemporaryLockingException.java","L6392","1","0","14","0","3","13","53","0"
"L7311","Log.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/Log.java","L7310","1","0","13","0","3","10","53","0"
"L7312","LogManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/LogManager.java","L7310","1","0","6","0","3","10","53","0"
"L7313","Message.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/Message.java","L7310","1","0","8","0","2","3","53","0"
"L7314","MessageReader.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/MessageReader.java","L7310","1","0","6","0","2","3","53","0"
"L7315","ReadMarker.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/log/ReadMarker.java","L7310","6","0","53","0","3","28","53","0"
"L8509","BackendCompression.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/BackendCompression.java","L8508","1","0","16","0","2","2","1615","0"
"L8510","BackendOperation.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/BackendOperation.java","L8508","15","0","104","0","3","33","53","0"
"L8511","BufferUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/BufferUtil.java","L8508","18","0","122","0","3","10","1077","0"
"L8512","ByteBufferUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/ByteBufferUtil.java","L8508","13","0","64","0","5","34","53","0"
"L8513","CacheMetricsAction.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/CacheMetricsAction.java","L8508","1","0","9","0","3","4","53","0"
"L8514","DefaultTransaction.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/DefaultTransaction.java","L8508","1","0","22","0","4","11","53","0"
"L8515","DirectoryUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/DirectoryUtil.java","L8508","5","0","14","0","4","14","53","0"
"L8516","HashingUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/HashingUtil.java","L8508","7","0","50","0","2","3","53","0"
"L8517","HashUtility.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/HashUtility.java","L8508","1","0","18","0","2","2","53","0"
"L8518","Hex.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/Hex.java","L8508","11","0","66","0","3","6","53","0"
"L8519","IOCallable.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/IOCallable.java","L8508","1","0","7","0","2","5","1077","0"
"L8520","KeyColumn.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/KeyColumn.java","L8508","6","0","49","0","3","6","1077","0"
"L8521","MetricInstrumentedIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/MetricInstrumentedIterator.java","L8508","2","0","64","0","4","18","53","0"
"L8522","MetricInstrumentedStore.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/MetricInstrumentedStore.java","L8508","12","0","204","1","4","46","53","0"
"L8523","MetricInstrumentedStoreManager.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/MetricInstrumentedStoreManager.java","L8508","5","0","90","0","2","2","1615","0"
"L8524","NoLock.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/NoLock.java","L8508","1","0","33","0","1","3","1077","0"
"L8525","ReadArrayBuffer.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/ReadArrayBuffer.java","L8508","3","0","121","0","4","22","53","0"
"L8526","RecordIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/RecordIterator.java","L8508","1","0","4","0","2","3","1615","0"
"L8527","StandardBaseTransactionConfig.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/StandardBaseTransactionConfig.java","L8508","3","0","99","0","3","4","142","0"
"L8528","StaticArrayBuffer.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/StaticArrayBuffer.java","L8508","40","0","308","0","4","24","1077","0"
"L8529","StaticArrayEntry.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/StaticArrayEntry.java","L8508","13","0","239","0","4","19","142","0"
"L8530","StaticArrayEntryList.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/StaticArrayEntryList.java","L8508","47","0","475","0","3","13","1077","0"
"L8531","StorageCallable.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/StorageCallable.java","L8508","1","0","7","0","3","10","53","0"
"L8532","UncaughtExceptionLogger.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/UncaughtExceptionLogger.java","L8508","1","0","46","0","2","2","53","0"
"L8533","UncheckedCallable.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/UncheckedCallable.java","L8508","1","0","6","0","2","5","1077","0"
"L8534","WriteBufferUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/WriteBufferUtil.java","L8508","3","0","13","0","2","3","1615","0"
"L8535","WriteByteBuffer.java","titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/util/WriteByteBuffer.java","L8508","5","0","109","0","3","17","53","0"
"L12583","BlueprintsDefaultSchemaMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/blueprints/BlueprintsDefaultSchemaMaker.java","L12582","1","0","27","0","2","4","1077","0"
"L12584","TitanBlueprintsGraph.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/blueprints/TitanBlueprintsGraph.java","L12582","10","0","241","2","4","51","1077","0"
"L12585","TitanBlueprintsTransaction.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/blueprints/TitanBlueprintsTransaction.java","L12582","26","0","151","1","5","51","1615","0"
"L12586","TitanFeatures.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/blueprints/TitanFeatures.java","L12582","6","0","75","0","3","15","1615","0"
"L13001","GraphDatabaseConfiguration.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/configuration/GraphDatabaseConfiguration.java","L13000","75","0","986","4","5","202","1077","0"
"L13002","PreInitializeConfigOptions.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/configuration/PreInitializeConfigOptions.java","L13000","1","0","9","0","2","2","53","0"
"L13003","RegisteredAttributeClass.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/configuration/RegisteredAttributeClass.java","L13000","4","0","31","0","3","15","1077","0"
"L13004","TitanConstants.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/configuration/TitanConstants.java","L13000","1","0","35","0","2","5","1077","0"
"L13748","EdgeSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/EdgeSerializer.java","L13747","93","0","433","0","4","85","1615","0"
"L13749","IndexSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/IndexSerializer.java","L13747","115","0","615","1","4","103","1615","0"
"L13750","RelationFactory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/RelationFactory.java","L13747","1","0","12","0","2","5","1077","0"
"L13751","RelationQueryCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/RelationQueryCache.java","L13747","7","0","76","0","4","18","142","0"
"L13752","RelationReader.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/RelationReader.java","L13747","1","0","7","0","3","7","1077","0"
"L13753","StandardTitanGraph.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/StandardTitanGraph.java","L13747","100","0","590","10","4","164","1615","0"
"L17718","FulgoraBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/fulgora/FulgoraBuilder.java","L17717","13","0","271","0","4","20","142","0"
"L17719","FulgoraExecutor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/fulgora/FulgoraExecutor.java","L17717","50","0","335","0","4","26","142","0"
"L17720","FulgoraNeighborVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/fulgora/FulgoraNeighborVertex.java","L17717","5","0","221","0","4","14","142","0"
"L17721","FulgoraRelationQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/fulgora/FulgoraRelationQuery.java","L17717","5","0","79","0","3","3","142","0"
"L17722","FulgoraResult.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/fulgora/FulgoraResult.java","L17717","5","0","44","0","3","6","142","0"
"L17723","FulgoraVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/fulgora/FulgoraVertex.java","L17717","4","0","84","0","4","13","142","0"
"L18329","IDInspector.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/idmanagement/IDInspector.java","L18328","1","0","14","0","3","16","1615","0"
"L18330","IDManager.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/idmanagement/IDManager.java","L18328","34","0","512","0","4","40","1077","0"
"L18863","AbstractElement.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/AbstractElement.java","L18862","13","0","78","0","4","24","142","0"
"L18864","ElementCategory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/ElementCategory.java","L18862","22","0","88","0","4","12","142","0"
"L18865","ElementLifeCycle.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/ElementLifeCycle.java","L18862","18","0","53","0","3","6","142","0"
"L18866","InternalElement.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/InternalElement.java","L18862","1","0","10","0","4","7","142","0"
"L18867","InternalRelation.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/InternalRelation.java","L18862","1","0","14","0","3","8","1615","0"
"L18868","InternalRelationType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/InternalRelationType.java","L18862","1","0","22","0","4","18","142","0"
"L18869","InternalVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/InternalVertex.java","L18862","1","0","19","0","4","15","53","0"
"L18870","InternalVertexLabel.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/InternalVertexLabel.java","L18862","1","0","6","0","2","6","1077","0"
"L18871","OrderList.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/OrderList.java","L18862","21","0","125","0","2","8","1615","0"
"L18872","RelationCategory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/RelationCategory.java","L18862","10","0","55","0","2","3","53","0"
"L18873","TitanSchemaCategory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/TitanSchemaCategory.java","L18862","17","0","69","0","3","8","1077","0"
"L18874","Token.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/internal/Token.java","L18862","2","0","19","0","3","5","1615","0"
"L19265","ModificationDeserializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/log/ModificationDeserializer.java","L19264","7","0","49","0","3","3","142","0"
"L19266","StandardChangeState.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/log/StandardChangeState.java","L19264","26","0","112","0","3","4","53","0"
"L19267","StandardLogProcessorFramework.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/log/StandardLogProcessorFramework.java","L19264","22","0","222","0","4","15","1077","0"
"L19268","StandardTransactionId.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/log/StandardTransactionId.java","L19264","6","0","43","0","3","6","53","0"
"L19269","StandardTransactionLogProcessor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/log/StandardTransactionLogProcessor.java","L19264","45","0","334","0","4","19","1077","0"
"L19562","BackendQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/BackendQuery.java","L19561","1","0","4","0","3","6","1615","0"
"L19563","BackendQueryHolder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/BackendQueryHolder.java","L19561","1","0","30","0","2","6","1615","0"
"L19564","BaseQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/BaseQuery.java","L19561","1","0","24","0","4","11","1615","0"
"L19565","ElementQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/ElementQuery.java","L19561","1","0","13","0","3","8","1615","0"
"L19566","LimitAdjustingIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/LimitAdjustingIterator.java","L19561","7","0","42","0","2","6","1615","0"
"L19567","MetricsQueryExecutor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/MetricsQueryExecutor.java","L19561","2","0","72","0","2","5","1615","0"
"L19568","Query.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/Query.java","L19561","1","0","6","0","3","9","1615","0"
"L19569","QueryExecutor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/QueryExecutor.java","L19561","1","0","9","0","2","6","1615","0"
"L19570","QueryProcessor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/QueryProcessor.java","L19561","23","0","147","0","3","17","1615","0"
"L19571","QueryUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/QueryUtil.java","L19561","57","0","200","0","4","36","1077","0"
"L19572","ResultMergeSortIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/ResultMergeSortIterator.java","L19561","14","0","83","0","2","2","1615","0"
"L19573","ResultSetIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/ResultSetIterator.java","L19561","5","0","53","0","2","2","1615","0"
"L19574","StandardQueryDescription.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/StandardQueryDescription.java","L19561","8","0","100","0","2","3","1615","0"
"L19575","TitanPredicate.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/TitanPredicate.java","L19561","19","0","51","0","2","4","1615","0"
"L21731","AbstractEdge.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/AbstractEdge.java","L21730","10","0","91","0","4","19","1615","0"
"L21732","AbstractProperty.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/AbstractProperty.java","L21730","4","0","61","0","3","15","1077","0"
"L21733","AbstractTypedRelation.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/AbstractTypedRelation.java","L21730","22","0","129","0","4","28","1077","0"
"L21734","CacheEdge.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/CacheEdge.java","L21730","17","0","105","5","4","44","1077","0"
"L21735","CacheProperty.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/CacheProperty.java","L21730","16","0","101","3","4","35","1077","0"
"L21736","EdgeDirection.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/EdgeDirection.java","L21730","7","0","31","0","3","6","1077","0"
"L21737","ReassignableRelation.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/ReassignableRelation.java","L21730","1","0","5","0","2","2","1615","0"
"L21738","RelationCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/RelationCache.java","L21730","4","0","52","0","2","11","1615","0"
"L21739","RelationComparator.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/RelationComparator.java","L21730","34","0","107","1","4","23","142","0"
"L21740","RelationIdentifier.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/RelationIdentifier.java","L21730","42","0","126","0","4","21","1077","0"
"L21741","StandardEdge.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/StandardEdge.java","L21730","6","0","73","1","3","18","1077","0"
"L21742","StandardProperty.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/StandardProperty.java","L21730","6","0","73","1","3","17","1077","0"
"L21743","StandardRelation.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/relations/StandardRelation.java","L21730","1","0","6","0","3","5","142","0"
"L22111","EdgeLabelDefinition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/EdgeLabelDefinition.java","L22110","2","0","25","0","3","3","142","0"
"L22112","PropertyKeyDefinition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/PropertyKeyDefinition.java","L22110","1","0","25","0","3","3","142","0"
"L22113","RelationTypeDefinition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/RelationTypeDefinition.java","L22110","1","0","18","0","3","3","142","0"
"L22114","SchemaContainer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/SchemaContainer.java","L22110","8","0","72","0","3","3","142","0"
"L22115","SchemaElementDefinition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/SchemaElementDefinition.java","L22110","4","0","32","0","3","3","142","0"
"L22116","SchemaProvider.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/SchemaProvider.java","L22110","1","0","7","0","3","3","142","0"
"L22117","VertexLabelDefinition.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/schema/VertexLabelDefinition.java","L22110","2","0","23","0","3","3","142","0"
"L22241","RelationConstructor.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/RelationConstructor.java","L22240","5","0","77","0","3","16","1615","0"
"L22242","StandardTitanTx.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/StandardTitanTx.java","L22240","220","0","1120","10","4","183","1077","0"
"L22243","StandardTransactionBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/StandardTransactionBuilder.java","L22240","6","0","426","2","4","60","1615","0"
"L22244","TransactionConfiguration.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/TransactionConfiguration.java","L22240","1","0","23","0","4","35","1615","0"
"L22245","VertexFactory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/VertexFactory.java","L22240","1","0","5","0","3","4","1615","0"
"L22246","VertexIterable.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/VertexIterable.java","L22240","6","0","47","1","3","12","1615","0"
"L23506","CompositeIndexType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/CompositeIndexType.java","L23505","1","0","11","0","3","9","1077","0"
"L23507","IndexField.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/IndexField.java","L23505","5","0","33","0","3","4","1615","0"
"L23508","IndexType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/IndexType.java","L23505","1","0","17","0","3","21","53","0"
"L23509","MixedIndexType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/MixedIndexType.java","L23505","1","0","7","0","2","2","53","0"
"L23510","ParameterIndexField.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/ParameterIndexField.java","L23505","1","0","24","0","4","14","53","0"
"L23511","ParameterType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/ParameterType.java","L23505","4","0","38","0","3","5","1615","0"
"L23512","SchemaSource.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/SchemaSource.java","L23505","1","0","28","0","4","10","142","0"
"L23513","StandardEdgeLabelMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/StandardEdgeLabelMaker.java","L23505","5","0","70","0","3","6","1077","0"
"L23514","StandardPropertyKeyMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/StandardPropertyKeyMaker.java","L23505","2","0","61","0","2","3","1615","0"
"L23515","StandardRelationTypeMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/StandardRelationTypeMaker.java","L23505","11","0","138","0","4","15","142","0"
"L23516","StandardVertexLabelMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/StandardVertexLabelMaker.java","L23505","4","0","50","0","3","10","1615","0"
"L23517","TypeDefinitionCategory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/TypeDefinitionCategory.java","L23505","6","0","87","0","4","20","142","0"
"L23518","TypeDefinitionDescription.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/TypeDefinitionDescription.java","L23505","4","0","27","0","2","3","53","0"
"L23519","TypeDefinitionMap.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/TypeDefinitionMap.java","L23505","6","0","45","0","3","9","1077","0"
"L23520","TypeInspector.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/TypeInspector.java","L23505","1","0","9","0","3","8","142","0"
"L23521","TypeUtil.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/TypeUtil.java","L23505","13","0","73","0","4","19","142","0"
"L23522","VertexLabelVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/VertexLabelVertex.java","L23505","3","0","31","0","2","6","1077","0"
"L24330","AllEdgesIterable.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/AllEdgesIterable.java","L24329","1","0","35","0","2","2","1615","0"
"L24331","AllEdgesIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/AllEdgesIterator.java","L24329","7","0","55","0","2","2","1615","0"
"L24332","ConcurrentLRUCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/ConcurrentLRUCache.java","L24329","66","0","453","0","3","13","1077","0"
"L24333","ElementHelper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/ElementHelper.java","L24329","3","0","28","0","4","8","142","0"
"L24334","ExceptionFactory.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/ExceptionFactory.java","L24329","1","0","6","0","1","2","1077","0"
"L24335","IndexHelper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/IndexHelper.java","L24329","9","0","42","0","3","10","53","0"
"L24336","PriorityQueue.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/PriorityQueue.java","L24329","19","0","118","0","3","5","1077","0"
"L24337","VertexCentricEdgeIterable.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/util/VertexCentricEdgeIterable.java","L24329","8","0","62","0","2","3","53","0"
"L24641","AbstractVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/vertices/AbstractVertex.java","L24640","19","0","206","0","4","41","1077","0"
"L24642","CacheVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/vertices/CacheVertex.java","L24640","8","0","54","0","4","34","53","0"
"L24643","RemovableRelationIterable.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/vertices/RemovableRelationIterable.java","L24640","1","0","15","0","1","1","1077","0"
"L24644","RemovableRelationIterator.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/vertices/RemovableRelationIterator.java","L24640","1","0","28","0","1","2","1077","0"
"L24645","StandardVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/vertices/StandardVertex.java","L24640","8","0","80","0","4","21","1077","0"
"L26482","AttributeHandler.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/AttributeHandler.java","L26481","1","0","5","0","3","4","53","0"
"L26483","AttributeSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/AttributeSerializer.java","L26481","1","0","7","0","3","6","1077","0"
"L26484","Cmp.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Cmp.java","L26481","13","0","171","0","2","12","1615","0"
"L26485","Contain.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Contain.java","L26481","3","0","49","0","2","6","1615","0"
"L26486","Decimal.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Decimal.java","L26481","1","0","24","0","3","11","53","0"
"L26487","Duration.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Duration.java","L26481","1","0","10","0","3","4","53","0"
"L26488","Geo.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Geo.java","L26481","5","0","81","0","2","11","1615","0"
"L26489","Geoshape.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Geoshape.java","L26481","61","0","249","0","3","21","53","0"
"L26490","Precision.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Precision.java","L26481","1","0","24","0","3","11","53","0"
"L26491","Text.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Text.java","L26481","28","0","142","0","2","17","1615","0"
"L26492","Timestamp.java","titan-core/src/main/java/com/thinkaurelius/titan/core/attribute/Timestamp.java","L26481","4","0","47","0","3","6","1077","0"
"L27019","Change.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/Change.java","L27018","3","0","13","0","3","4","1077","0"
"L27020","ChangeProcessor.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/ChangeProcessor.java","L27018","1","0","5","0","3","4","1077","0"
"L27021","ChangeState.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/ChangeState.java","L27018","1","0","12","0","3","4","1077","0"
"L27022","LogProcessorBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/LogProcessorBuilder.java","L27018","1","0","11","0","3","4","1077","0"
"L27023","LogProcessorFramework.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/LogProcessorFramework.java","L27018","1","0","7","0","3","4","1077","0"
"L27024","TransactionId.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/TransactionId.java","L27018","1","0","7","0","4","6","142","0"
"L27025","TransactionRecovery.java","titan-core/src/main/java/com/thinkaurelius/titan/core/log/TransactionRecovery.java","L27018","1","0","5","0","3","5","53","0"
"L27136","Combiner.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/Combiner.java","L27135","1","0","4","0","4","5","142","0"
"L27137","Gather.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/Gather.java","L27135","1","0","6","0","4","5","142","0"
"L27138","OLAPJob.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/OLAPJob.java","L27135","1","0","5","0","4","14","142","0"
"L27139","OLAPJobBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/OLAPJobBuilder.java","L27135","1","0","16","0","4","16","142","0"
"L27140","OLAPQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/OLAPQueryBuilder.java","L27135","1","0","49","0","4","18","142","0"
"L27141","OLAPResult.java","titan-core/src/main/java/com/thinkaurelius/titan/core/olap/OLAPResult.java","L27135","1","0","8","0","4","9","142","0"
